30,60,60,60,60,60,60,60,21,60,60,60,60,60,60,60,60,60,60,60,11,60,60,60,60,60,60,60,60,60,11,60,60,60,60,60,30,70,70,70,70,70,70,70,70,70,70,70,70,70
30,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,30,70,70,70,70,70,70,70,70,70,70,70,70,70
30,51,60,60,60,60,60,4,60,60,60,60,60,60,4,51,60,60,60,60,60,3,13,60,60,60,60,60,60,60,60,60,60,51,4,60,30,70,70,70,70,70,70,70,70,70,70,70,70,70
20,0,0,10,10,10,0,0,0,10,10,10,10,10,0,0,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,10,0,0,0,0,20,70,70,70,70,70,70,70,70,70,70,70,70,70
30,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,30,70,70,70,70,70,70,70,70,70,70,70,70,30
30,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,70,70,70,70,70,70,70,70,70,70,70,70,30
30,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,11,60,60,60,60,60,60,60,60,60,60,11,60,60,60,60,60,60,70,70,70,70,70,70,70,70,70,70,70,70,30
30,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,70,70,70,70,70,70,70,70,70,70,70,70,30
30,60,13,60,60,60,60,60,60,60,60,60,51,60,60,60,60,60,60,60,60,60,31,60,41,60,31,60,60,60,60,60,60,60,2,60,60,70,70,70,70,70,70,70,70,70,70,70,70,30
20,0,0,0,10,10,10,10,10,10,0,0,0,0,0,10,10,10,10,0,0,0,0,0,0,0,0,0,0,10,10,10,10,0,0,0,20,70,70,70,70,70,70,70,70,70,70,70,70,30
30,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,30,70,70,70,70,70,70,70,70,70,70,70,70,30
30,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,30,70,70,70,70,70,70,70,70,70,70,70,70,30
30,60,60,60,60,60,60,60,60,60,11,60,60,60,60,60,60,60,60,60,60,60,60,60,60,11,60,60,60,60,60,60,60,60,60,60,30,70,70,70,70,70,70,70,70,70,70,70,70,30
30,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,30,70,70,70,70,70,70,70,70,70,70,70,70,30
30,60,60,60,60,23,60,60,60,60,60,60,60,60,2,60,51,60,4,60,60,60,60,60,60,2,60,13,60,60,60,60,60,60,60,60,30,70,70,70,70,70,70,70,70,70,70,70,70,30
20,0,0,0,0,0,0,10,10,10,10,10,10,10,0,0,0,0,0,0,10,10,10,10,10,0,0,0,0,10,10,10,10,10,10,10,20,70,70,70,70,70,70,70,70,70,70,70,70,30
30,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,70,70,70,70,70,70,70,70,70,70,70,70,30
30,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,70,70,70,70,70,70,70,70,70,70,70,70,30
30,60,60,60,60,60,60,11,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,1,60,60,60,60,60,60,60,60,1,60,60,60,70,70,70,70,70,70,70,70,70,70,70,70,30
30,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,70,70,70,70,70,70,70,70,70,70,70,70,30
30,60,13,60,60,60,60,60,60,60,4,60,31,60,41,60,31,60,60,3,60,60,60,60,60,60,31,60,41,60,31,60,4,60,33,60,30,70,70,70,70,70,70,70,70,70,70,70,70,30
20,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,20,70,70,70,70,70,70,70,70,70,70,70,70,30
30,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,30,70,70,70,70,70,70,70,70,70,70,70,70,30
30,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,30,70,70,70,70,70,70,70,70,70,70,70,70,30
30,60,60,60,60,60,60,60,60,60,60,60,60,1,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,1,60,60,60,60,60,60,30,70,70,70,70,70,70,70,70,70,70,70,70,30
30,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,30,70,70,70,70,70,70,70,70,70,70,70,70,30
30,60,13,60,60,51,60,2,60,60,60,60,60,60,60,2,60,60,51,60,60,60,3,60,60,51,60,60,60,60,60,60,60,60,60,60,30,70,70,70,70,70,70,70,70,70,70,70,70,30
20,0,0,0,0,0,0,0,0,0,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,0,20,70,70,70,70,70,70,70,70,70,70,70,70,30
30,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,30,70,70,70,70,70,70,70,70,70,70,70,70,30
30,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,70,70,70,70,70,70,70,70,70,70,70,70,30
30,60,60,60,60,60,60,60,1,60,60,60,60,60,60,60,60,60,1,60,60,60,60,60,60,60,60,60,60,1,60,60,60,60,60,60,60,70,70,70,70,70,70,70,70,70,70,70,70,30
30,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,70,70,70,70,70,70,70,70,70,70,70,70,30
30,60,60,2,60,60,60,60,60,60,31,60,41,60,31,60,2,60,60,60,60,60,4,60,60,21,60,60,60,60,2,60,60,51,60,60,60,70,15,70,70,70,70,70,5,70,70,70,70,30
20,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
30,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,30,70,70,70,70,70,70,70,70,70,70,70,70,70
30,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,30,70,70,70,70,70,70,70,70,70,70,70,70,70
30,60,60,60,1,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,1,60,60,60,60,60,60,60,60,60,60,60,30,70,70,70,70,70,70,70,70,70,70,70,70,70
30,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,30,70,70,70,70,70,70,70,70,70,70,70,70,70
30,60,60,60,60,60,60,60,60,60,60,60,31,60,41,60,31,60,31,41,31,60,60,60,60,60,60,31,41,31,60,60,60,4,60,60,30,70,70,70,70,70,70,70,70,70,70,70,70,70
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70,70,70,70,70,70,70,70,70,70,70,70
